# element: background
# format: name | probability | coverage_range | texture

distant range-end target green sweep | 1.0 | 0.6-1.0 | manicured fairway target lawn
yardage-target flag-cluster row | 0.95 | 0.5-0.9 | spaced numbered yardage flag
perimeter range-fence safety net | 0.95 | 0.6-1.0 | tall mesh boundary net
clubhouse façade range-side | 0.7 | 0.4-0.8 | low-profile clubhouse roofline
range-end pine-windbreak row | 0.85 | 0.5-0.9 | tall conifer perimeter line
covered teaching-bay overhang | 0.85 | 0.5-0.9 | long open-front teaching shelter
range-side pro-shop awning | 0.6 | 0.4-0.8 | small low-profile shop awning
driving-range bunker-target sand patch | 0.7 | 0.4-0.8 | white-sand target hazard
manicured range-shoulder fairway grass | 0.85 | 0.5-0.9 | fine cut-grass shoulder
range-marker yardage post sweep | 0.85 | 0.4-0.8 | row of distance posts
range-pro lesson-tee shaded gallery | 0.6 | 0.3-0.7 | shaded teaching gallery
low parkway hedge perimeter | 0.65 | 0.4-0.8 | trimmed boxwood line
range-side cart-path strip | 0.7 | 0.4-0.8 | asphalt cart-path edge
