# element: midground
# format: name | probability | coverage_range | texture

central tiled fountain basin | 0.95 | 0.2-0.5 | square glazed pool with tile
low brass tea tray on stand | 0.7 | 0.1-0.3 | hammered ornate metallic disc
cushioned majlis floor seating | 0.75 | 0.2-0.5 | low piled tufted bolster benches
hand-knotted berber floor rug | 0.85 | 0.2-0.5 | thick cream wool with diamonds
ornate wooden mashrabiya screen | 0.7 | 0.2-0.5 | dark turned-spindle lattice
tall potted date palm | 0.65 | 0.1-0.3 | dark slender trunk and fronds
carved wooden low coffee table | 0.6 | 0.1-0.3 | dark inlaid bone geometric
pierced brass floor lantern | 0.7 | 0.05-0.2 | tall ornate pointed shape
moroccan pouf leather seat | 0.7 | 0.05-0.2 | richly stitched warm hide
bougainvillea-draped courtyard arch | 0.55 | 0.1-0.3 | timber over magenta blooms
small mosaic tile bench | 0.5 | 0.1-0.3 | colorful patterned seat
brass urn on tile pedestal | 0.45 | 0.05-0.15 | hammered tall warm metal
