# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

mini skirt | 0.85 | 0.6-0.85 | satin,crepe,leather
pleated mini skirt | 0.70 | 0.6-0.85 | silk,chiffon,polyester
wrap mini skirt | 0.65 | 0.6-0.85 | silk,satin
short A-line skirt | 0.60 | 0.6-0.85 | crepe,wool
short pencil skirt | 0.60 | 0.6-0.85 | crepe,wool
structured mini skirt | 0.60 | 0.6-0.85 | crepe,leather
draped mini skirt | 0.55 | 0.6-0.85 | silk,satin
ruched mini skirt | 0.55 | 0.6-0.8 | satin,polyester
box-pleat mini skirt | 0.50 | 0.6-0.85 | wool,polyester
asymmetric mini skirt | 0.50 | 0.6-0.85 | satin,crepe
sequin mini skirt | 0.45 | 0.6-0.85 | polyester,satin
