# element: background
# format: name | probability | coverage_range | texture

white painted shaker cabinets | 1.0 | 0.6-1.0 | smooth painted cupboard fronts
subway tile backsplash wall | 0.85 | 0.4-0.8 | glossy white rectangle tiles
warm wood-toned upper cabinets | 0.7 | 0.5-0.9 | natural oak cabinet doors
open shelving with mason jars | 0.65 | 0.4-0.8 | wood plank with stored containers
sage green painted cabinetry | 0.6 | 0.5-0.9 | matte muted green doors
beadboard painted wall behind | 0.55 | 0.5-0.9 | vertical narrow plank wall
stainless refrigerator silhouette | 0.65 | 0.3-0.7 | brushed metal upright appliance
patterned cement floor tile glimpse | 0.55 | 0.2-0.5 | decorative geometric tiles
hung copper pots on rack | 0.55 | 0.3-0.6 | suspended polished cookware
mounted spice shelf row | 0.65 | 0.3-0.6 | row of small bottles
beadwork curtain over window | 0.5 | 0.3-0.6 | sheer hanging panel
chalkboard with recipe scrawl | 0.55 | 0.2-0.5 | dusty hand-lettered slate
muted blue-grey accent wall | 0.55 | 0.5-0.9 | painted pigment surface
