# slot: top
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

sweetheart bustier top | 0.80 | 0.5-0.8 | cotton,satin
halterneck blouse | 0.75 | 0.5-0.8 | cotton,rayon
peter pan collar blouse | 0.70 | 0.5-0.8 | cotton,rayon
tied-front gingham top | 0.65 | 0.5-0.75 | cotton
fitted cardigan | 0.65 | 0.5-0.8 | wool,cashmere
twinset pullover | 0.55 | 0.55-0.8 | cashmere,wool
boatneck shell top | 0.60 | 0.55-0.8 | rayon,silk
pleated bodice top | 0.55 | 0.55-0.8 | satin,silk
off-shoulder blouse | 0.55 | 0.5-0.8 | cotton,rayon
button-up shirt knotted | 0.50 | 0.5-0.75 | cotton
fitted shell top | 0.55 | 0.55-0.8 | rayon,polyester
tucked-in blouse | 0.55 | 0.55-0.8 | cotton,rayon
