# slot: top
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

matching set top | 0.90 | 0.6-0.9 | crepe,polyester,wool
coordinated knit shell | 0.75 | 0.6-0.85 | cashmere,wool
clean-line blouse | 0.70 | 0.6-0.9 | silk,crepe
mock-neck shell | 0.65 | 0.6-0.85 | crepe,polyester
fitted bodysuit | 0.55 | 0.6-0.85 | jersey,polyester
boxy crop top | 0.55 | 0.6-0.85 | crepe,polyester,wool
sleeveless tank | 0.60 | 0.6-0.85 | crepe,polyester
fine-gauge pullover | 0.55 | 0.6-0.85 | cashmere,wool
half-sleeve top | 0.55 | 0.55-0.8 | crepe,jersey
ribbed tank | 0.45 | 0.55-0.8 | cotton,jersey
fitted shell top | 0.55 | 0.6-0.85 | silk,crepe
slip camisole | 0.50 | 0.6-0.85 | silk,satin
