# element: background
# format: name | probability | coverage_range | texture

public-park calisthenics rig sweep | 1.0 | 0.6-1.0 | steel pull-up bar rig
urban-park concrete-paved zone | 0.95 | 0.5-0.9 | broad concrete training zone
rubber-tile shock-absorption ground | 0.85 | 0.5-0.9 | interlocking rubber tile field
park-perimeter low hedge boundary | 0.7 | 0.4-0.8 | trimmed boxwood line
city-skyline distant tower line | 0.7 | 0.4-0.8 | far urban tower silhouette
park-side asphalt-pathway sweep | 0.85 | 0.4-0.8 | asphalt path strip
graffiti-stenciled park wall mural | 0.65 | 0.4-0.8 | stencil-sprayed park mural
park-bench seating row | 0.7 | 0.4-0.8 | row of park bench seats
public-park lamppost fixture row | 0.7 | 0.4-0.8 | ornate park-lamppost row
tree-canopy park-perimeter shade | 0.85 | 0.5-0.9 | spreading park-canopy
playground edge-zone equipment | 0.6 | 0.3-0.7 | park-side play structure
park-fountain center-feature plaza | 0.55 | 0.3-0.7 | small park-fountain plaza
park-side bicycle rack stand | 0.65 | 0.4-0.8 | row of bike-rack stands
