# element: foreground_element
# format: name | probability | coverage_range | texture

scattered wood chip mulch | 0.95 | 0.3-0.6 | weathered bark fragments
worn dirt rut under swing | 0.85 | 0.1-0.3 | scuffed bare ground
fallen leaves in wood chips | 0.7 | 0.1-0.3 | dry brown leaf scatter
discarded juice pouch | 0.45 | 0.05-0.1 | crumpled silver mylar bag
broken plastic toy fragment | 0.4 | 0.05-0.1 | snapped bright plastic piece
single lost flip flop | 0.3 | 0.05-0.1 | dirty foam sandal
crushed plastic water bottle | 0.45 | 0.05-0.1 | flattened PET
small puddle on rubber tile | 0.4 | 0.05-0.15 | shallow water in dip
weed clump in fence line | 0.65 | 0.1-0.3 | tall scrubby growth
acorn or pinecone scatter | 0.55 | 0.05-0.15 | small dropped seeds
candy wrapper trampled | 0.45 | 0.05-0.1 | dirty foil wrapper
faint chalk arrow on path | 0.3 | 0.05-0.1 | smudged chalk mark
