# element: background
# format: name | probability | coverage_range | texture

brand-deck taped-printout war-room wall | 1.0 | 0.7-1.0 | tacked-print page layer
modular acoustic-panel wall section | 0.95 | 0.7-1.0 | sound-dampening fabric tile
frameless-glass strategy-room partition | 0.85 | 0.7-1.0 | minimal-frame transparent panel
painted-strategy-blue accent wall | 0.7 | 0.7-1.0 | matte navy pigment paint
white-painted gallery strategy wall | 0.85 | 0.7-1.0 | matte clean designer surface
framed-cohort-chart consultancy wall | 0.85 | 0.7-1.0 | ranked-graph print row
ranked-sticky-note ideation grid wall | 0.85 | 0.7-1.0 | neon-paper square layer
painted-grey muted strategy wall | 0.7 | 0.7-1.0 | matte cool-pigment finish
polished-concrete shell strategy wall | 0.7 | 0.7-1.0 | smooth troweled cement
backlit acrylic consultancy logo wall | 0.65 | 0.6-0.9 | softly glowing brand panel
painted-warm-mustard accent wall | 0.55 | 0.7-1.0 | matte warm-pigment paint
framed-brand-identity-print wall | 0.65 | 0.6-1.0 | matted brand-mark print
