# element: background
# format: name | probability | coverage_range | texture

turquoise sea horizon | 1.0 | 0.5-1.0 | softly rippled water surface
whitewashed coastal village | 0.9 | 0.6-1.0 | limewashed plaster cascading down hillside
terracotta roofscape | 0.85 | 0.5-0.9 | sun-baked clay tile patina
weathered limestone cliff face | 0.8 | 0.6-1.0 | rough Mediterranean stone with salt erosion
sandy cove curving into the sea | 0.75 | 0.5-1.0 | pale golden shoreline
cypress-dotted hillside | 0.7 | 0.4-0.9 | weathered cypress hillside silhouette
distant island silhouette | 0.6 | 0.4-0.8 | hazy violet ridge fading into sky
hilltop chapel above the bay | 0.55 | 0.4-0.7 | sun-bleached chalky walls
fishing harbor with painted boats | 0.65 | 0.5-0.9 | sun-cracked enamel hulls
ancient ruined columns on shore | 0.55 | 0.4-0.8 | weathered marble fluting
olive grove on rolling slope | 0.7 | 0.4-0.9 | silvery foliage over dry earth
distant volcanic headland | 0.5 | 0.4-0.8 | dark basalt against sky
shimmering open Aegean expanse | 0.85 | 0.6-1.0 | glittering specular wave field
