# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

joggers | 0.90 | 0.1-0.3 | cotton,fleece
cargo joggers | 0.65 | 0.1-0.3 | cotton,nylon
sweatpants | 0.85 | 0.1-0.3 | cotton,fleece
wide-leg sweats | 0.55 | 0.1-0.3 | cotton,fleece
high-waist leggings | 0.60 | 0.1-0.2 | spandex,nylon
ribbed leggings | 0.45 | 0.1-0.2 | spandex,nylon
biker shorts | 0.45 | 0.1-0.2 | spandex,nylon
track pants | 0.55 | 0.1-0.3 | polyester,nylon
parachute pants | 0.40 | 0.1-0.3 | nylon,polyester
capri joggers | 0.35 | 0.1-0.2 | cotton,polyester
flare joggers | 0.40 | 0.1-0.3 | cotton,polyester
lounge shorts | 0.40 | 0.1-0.2 | fleece,cotton
