# slot: accessories
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

chalk-dusted hands | 0.85 | 0.0-0.3 | -
dowel grips on both hands | 0.70 | 0.0-0.3 | leather
#color# wrist supports | 0.60 | 0.0-0.3 | leather,foam
#color# insulated water bottle | 0.80 | 0.0-0.3 | metal,plastic
#color# hair tie on the wrist | 0.65 | 0.0-0.3 | polyester,nylon
#color# camp wristband | 0.55 | 0.0-0.3 | polyester,plastic
braided friendship bracelet | 0.55 | 0.0-0.3 | cotton
athletic tape on the wrist | 0.45 | 0.0-0.3 | cotton
#color# sweat towel | 0.45 | 0.0-0.3 | terry,cotton
small stud earrings | 0.30 | 0.0-0.3 | metal
#color# name tag on a lanyard | 0.40 | 0.0-0.3 | polyester,plastic
#color# fitness tracker band | 0.30 | 0.0-0.3 | rubber,plastic
#color# sunglasses pushed up on the head | 0.25 | 0.0-0.3 | plastic,metal
#color# wristbands under the grips | 0.55 | 0.0-0.3 | cotton,nylon
