# element: architecture_detail
# format: name | probability | coverage_range | texture

weathered handrail post | 0.85 | 0.05-0.15 | silvered hardwood upright
brass species nameplate | 0.65 | 0.0-0.05 | engraved small plate
binocular range distance sticker | 0.45 | 0.0-0.05 | paper labeled tag
old wooden trail-blaze marker | 0.55 | 0.0-0.1 | weathered painted plank
nailed information placard | 0.6 | 0.0-0.1 | laminated illustrated card
weather-bleached wooden bench | 0.5 | 0.05-0.15 | slatted timber seat
faded boardwalk warning sign | 0.5 | 0.05-0.15 | painted aged board
hand-painted boundary post | 0.55 | 0.05-0.15 | shaped weathered timber
rusted iron hinge bracket | 0.55 | 0.0-0.05 | corroded metal plate
species-list mounted card | 0.5 | 0.0-0.05 | laminated photo strip
