# element: midground
# format: name | probability | coverage_range | texture

white-linen draped dining table | 1.0 | 0.4-0.8 | crisply pressed white cloth
high-backed leather dining chair | 0.95 | 0.3-0.6 | tufted oxblood leather
deep curved booth banquette | 0.85 | 0.3-0.6 | quilted leather seating
nearby diner silhouette | 0.8 | 0.2-0.5 | dim companion outline
service trolley side stand | 0.7 | 0.1-0.3 | wheeled wooden cart
flickering tabletop oil lamp | 0.85 | 0.05-0.15 | small glowing flame
adjacent occupied dining table | 0.75 | 0.3-0.6 | linen and silver setting
rolling cart for tableside service | 0.6 | 0.1-0.3 | gilded mirrored cart
table-edge bottle in stand | 0.6 | 0.05-0.15 | wine bottle on holder
wine sommelier silhouette passing | 0.6 | 0.1-0.3 | uniformed figure
upholstered partition between booths | 0.65 | 0.2-0.5 | tufted divider panel
private alcove dining table | 0.55 | 0.3-0.6 | smaller intimate setting
busser station at periphery | 0.55 | 0.1-0.3 | small service podium
