# element: midground
# format: name | probability | coverage_range | texture

flat-screen song-lyric monitor | 1.0 | 0.2-0.5 | glossy black bezel
horseshoe vinyl couch booth | 0.95 | 0.3-0.6 | tufted shiny vinyl
low laminate cocktail table | 0.85 | 0.2-0.5 | glossy melamine top
song-selection touchscreen kiosk | 0.85 | 0.15-0.4 | bright led display
microphone stand pair | 0.85 | 0.1-0.3 | painted steel base
small bar service caddy | 0.6 | 0.1-0.3 | metal wheeled cart
subwoofer speaker corner box | 0.7 | 0.15-0.4 | matte painted wood
strobing dance light fixture | 0.65 | 0.1-0.3 | colored programmable head
hanging disco mirror ball | 0.7 | 0.15-0.4 | mirrored faceted sphere
small private bar cabinet | 0.55 | 0.15-0.4 | dark stained wood
beverage tray on table | 0.65 | 0.1-0.3 | metal serving platter
plastic ice bucket on stand | 0.55 | 0.1-0.3 | molded chrome-tone plastic
control-panel volume knob unit | 0.55 | 0.05-0.2 | small console housing
