# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

mini skirt | 0.85 | 0.45-0.7 | silk,polyester,viscose
pleated mini skirt | 0.75 | 0.45-0.7 | chiffon,polyester
wrap mini skirt | 0.70 | 0.45-0.7 | viscose,silk
short A-line skirt | 0.65 | 0.45-0.7 | cotton,polyester
ruched mini skirt | 0.60 | 0.5-0.7 | satin,polyester
sarong mini skirt | 0.60 | 0.45-0.7 | viscose,chiffon
ruffled mini skirt | 0.55 | 0.45-0.7 | chiffon,polyester
draped mini skirt | 0.55 | 0.5-0.7 | satin,silk
tiered mini skirt | 0.50 | 0.45-0.7 | cotton,viscose
button-front mini skirt | 0.50 | 0.45-0.7 | cotton,linen
