# element: background
# format: name | probability | coverage_range | texture

banked indoor-track straightaway sweep | 1.0 | 0.6-1.0 | synthetic banked oval surface
upper-tier mezzanine spectator gallery | 0.85 | 0.6-1.0 | elevated track-side gallery
federation indoor-meet results board | 0.85 | 0.6-0.9 | LED meet-result panel
track-side warmup-pole jump pit zone | 0.7 | 0.4-0.8 | vault-runway target area
padded high-jump landing pit zone | 0.7 | 0.4-0.8 | thick foam landing pit
indoor-meet sponsor-banner sweep | 0.85 | 0.6-0.9 | stretched event cloth
track-edge officials bench row | 0.7 | 0.4-0.8 | row of officials bench
aggregate finish-line photo gantry | 0.7 | 0.4-0.8 | overhead finish gantry
infield throwing-circle area | 0.6 | 0.3-0.7 | concrete shot-put circle
warmup back-straight athlete area | 0.7 | 0.4-0.8 | loose-jog backstretch
track-edge equipment cabinet row | 0.7 | 0.4-0.8 | row of meet-equipment lockers
starter-podium center-infield stand | 0.6 | 0.3-0.7 | raised official platform
clock-tower center-infield mast | 0.65 | 0.4-0.8 | infield meet-clock pylon
