# element: background
# format: name | probability | coverage_range | texture

terracotta-roofed adriatic old town | 1.0 | 0.4-0.9 | warm tile-roofed packed cluster
distant venetian-style bell tower | 0.7 | 0.2-0.5 | tall slim aged stone steeple
historic stone fortress wall | 0.7 | 0.3-0.7 | warm aged limestone block band
turquoise harbor water surface | 1.0 | 0.4-0.8 | brightly clear shallow aqua
moored fishing boats line | 0.85 | 0.2-0.5 | small painted hulls in row
distant rocky island silhouette | 0.7 | 0.3-0.6 | hazy blue layered form
white luxury yacht in harbor | 0.65 | 0.2-0.5 | smooth glossy fiberglass form
clear bright cobalt sky band | 0.85 | 0.3-0.6 | bright clear gradient blue
distant pine-covered cliff | 0.6 | 0.2-0.5 | dense layered conifer slope
patrol fishing boat in distance | 0.45 | 0.1-0.3 | small dark elongated form
ramparts crowded with tourists | 0.4 | 0.1-0.3 | tiny scattered figure dots
softly worn promenade walkway | 0.7 | 0.3-0.6 | warm pale stone expanse
