# element: architecture_detail
# format: name | probability | coverage_range | texture

daylight-bright skylight panel | 0.95 | 0.1-0.3 | softly bright overhead glow
track-light spotlight rail | 0.85 | 0.05-0.15 | row of adjustable spots
exposed ceiling-truss timber edge | 0.7 | 0.05-0.2 | raw structural framing
warm pendant lamp halo | 0.7 | 0.05-0.15 | soft pooled overhead light
frameless glass studio-door reveal | 0.7 | 0.05-0.2 | minimal-frame glazing
ceiling-edge plaster shadow | 0.6 | 0.02-0.1 | subtly graded reveal line
recessed cove uplighting halo | 0.65 | 0.02-0.1 | warm hidden wall-edge wash
painted column-corner reveal | 0.55 | 0.02-0.1 | softly scuffed plaster edge
metal-frame factory-window divider | 0.7 | 0.05-0.2 | thin black-mullion grid
brass picture-light strip | 0.55 | 0.02-0.08 | tube fixture polished post
inset cove-light strip | 0.5 | 0.02-0.1 | thin LED accent line
hand-painted gilt arch border | 0.4 | 0.02-0.1 | softly leafed decorative line
