# element: background
# format: name | probability | coverage_range | texture

vinyl-sided house front | 1.0 | 0.5-0.9 | pale siding with seam lines
porch posts wrapped in aluminum | 0.8 | 0.2-0.45 | white column sleeves
front door with a storm door | 0.75 | 0.2-0.4 | glass and screen combo
black shutters flanking windows | 0.6 | 0.2-0.4 | plastic snap-on pairs
american flag off a bracket | 0.55 | 0.1-0.3 | folding in the breeze
street of similar houses beyond | 0.65 | 0.3-0.6 | repeating rooflines
maple tree in the front yard | 0.6 | 0.2-0.5 | shade over the walk
concrete walk to the driveway | 0.6 | 0.2-0.4 | expansion joint cracks
foundation shrubs trimmed round | 0.55 | 0.15-0.35 | mulch bed edging
porch ceiling painted white | 0.5 | 0.15-0.35 | bare bulb fixture
house numbers by the door | 0.5 | 0.03-0.1 | brushed metal digits
