# element: midground
# format: name | probability | coverage_range | texture

deep wingback armchair | 1.0 | 0.25-0.5 | softly piled upholstered fabric
tufted reading chair with ottoman | 0.95 | 0.25-0.5 | softly tufted velvet upholstery
small side table beside chair | 0.95 | 0.05-0.15 | smoothly grained polished wood
freestanding floor reading lamp | 0.95 | 0.1-0.25 | softly polished metal stem
window seat upholstered cushion | 0.7 | 0.15-0.3 | softly piled buttoned cushion
small bookcase nearby chair | 0.85 | 0.2-0.4 | warmly grained painted wood
upholstered footstool ottoman | 0.85 | 0.05-0.15 | softly piled tufted fabric
slipcovered cottage armchair | 0.75 | 0.2-0.4 | softly draped linen cover
upholstered slipper chair | 0.6 | 0.15-0.3 | softly piled patterned fabric
small painted side cabinet | 0.6 | 0.1-0.25 | smoothly painted aged wood
