# element: architecture_detail
# format: name | probability | coverage_range | texture

barnacle line marking high water | 0.55 | 0.1-0.3 | white crust band
wave-polished stone underfoot | 0.55 | 0.15-0.35 | slick rounded backs
quartz vein lightning through granite | 0.45 | 0.03-0.12 | white zigzag
rock warm on top cold beneath | 0.4 | 0.1-0.25 | two-temperature seat
surge channel funneling each set | 0.45 | 0.1-0.25 | rhythmic rush
tafoni pockets in the soft layers | 0.35 | 0.05-0.15 | honeycomb weathering
tide leaving the pools one by one | 0.45 | 0.15-0.35 | slow retreat
salt crust in the splash-zone dips | 0.4 | 0.03-0.1 | white rime
periwinkles dotting every crack | 0.45 | 0.05-0.15 | small dark studs
echo of the swell under a ledge | 0.4 | 0.1-0.25 | hollow booming
lichen zoning the upper rocks | 0.45 | 0.1-0.25 | orange to grey bands
