# element: background
# format: name | probability | coverage_range | texture

boulder-armored cove | 1.0 | 0.5-0.9 | grey rounded giants
cliff walls cupping the water | 0.8 | 0.3-0.6 | layered rock faces
swell surging between rocks | 0.75 | 0.25-0.5 | white collars forming
pocket of coarse pebble beach | 0.6 | 0.2-0.4 | rattling shingle
sea stack standing offshore | 0.45 | 0.1-0.3 | wave-cut pillar
spray bursting on the outer rocks | 0.55 | 0.15-0.35 | white explosions
cormorants drying spread-winged | 0.45 | 0.05-0.15 | heraldic poses
deep green water in the shelter | 0.6 | 0.25-0.5 | glassy jade
cave mouth breathing with the swell | 0.35 | 0.1-0.25 | dark exhale
pines leaning over the cliff lip | 0.45 | 0.15-0.35 | wind-combed crowns
horizon cut by the cove arms | 0.5 | 0.2-0.4 | framed slice of sea
