# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

mini skirt | 0.90 | 0.5-0.75 | wool,polyester
short A-line skirt | 0.75 | 0.5-0.75 | wool,crepe
structured mini skirt | 0.70 | 0.5-0.75 | crepe,polyester
short pencil skirt | 0.70 | 0.5-0.75 | wool,crepe
wrap mini skirt | 0.65 | 0.5-0.75 | wool,polyester
pleated mini skirt | 0.60 | 0.5-0.75 | polyester,wool
box-pleat mini skirt | 0.55 | 0.5-0.75 | wool,polyester
draped mini skirt | 0.50 | 0.5-0.75 | crepe,polyester
plain mini skirt | 0.75 | 0.5-0.75 | wool,crepe
button-front mini skirt | 0.45 | 0.5-0.7 | cotton,wool
boucle mini skirt | 0.50 | 0.55-0.75 | wool
skater mini skirt | 0.45 | 0.5-0.7 | polyester,jersey
