# slot: accessories
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

delicate necklace | 0.75 | 0.5-0.75 | metal
stud earrings | 0.70 | 0.5-0.75 | metal
sheer hosiery | 0.65 | 0.5-0.75 | nylon
slim belt | 0.65 | 0.5-0.75 | leather
classic watch | 0.60 | 0.5-0.75 | metal,leather
fine pendant | 0.55 | 0.5-0.75 | metal
minimal hoop earrings | 0.55 | 0.5-0.75 | metal
slim bangle | 0.50 | 0.5-0.75 | metal
clean sunglasses | 0.50 | 0.5-0.7 | polyester
signet ring | 0.45 | 0.5-0.75 | metal
fine neck scarf | 0.40 | 0.5-0.75 | silk
