# element: foreground_element
# format: name | probability | coverage_range | texture

scramble steadied on three points | 0.6 | 0.1-0.25 | crab-wise descent
pool crouched over like a window | 0.55 | 0.1-0.25 | hands on knees
anemone tickled to a close | 0.45 | 0.03-0.1 | gentle fingertip
cold-water gasp mid-wade | 0.5 | 0.05-0.2 | involuntary octave
mussel shell pried for a look | 0.4 | 0.03-0.1 | blue interior
spray dodged with a laugh | 0.5 | 0.1-0.25 | half-turn flinch
boulder-top lunch with a view | 0.5 | 0.1-0.3 | sandwich and horizon
seal watched dead-still | 0.4 | 0.05-0.2 | mutual curiosity
echo tested into the cave mouth | 0.35 | 0.05-0.15 | quick shout
warm rock lain back on | 0.5 | 0.1-0.3 | eyes closed
pebble pyramid balanced patiently | 0.4 | 0.03-0.1 | fifth stone wobbling
