# element: background
# format: name | probability | coverage_range | texture

floor-to-ceiling skyline view glazing | 1.0 | 0.6-1.0 | clear plate glass
illuminated glowing city panorama | 0.95 | 0.5-0.9 | scattered lit cells
moody dark walnut paneled wall | 0.9 | 0.6-1.0 | richly grained timber
backlit liquor bottle wall | 0.95 | 0.4-0.8 | mirrored glowing shelving
brushed bronze bar back wall | 0.85 | 0.5-0.9 | satin metallic panel
deep navy tufted leather wall | 0.75 | 0.6-1.0 | quilted padded fabric
smoked mirror feature wall | 0.7 | 0.5-0.9 | tinted reflective panel
black marble veined feature wall | 0.7 | 0.5-0.9 | polished veined stone
distant illuminated harbor span | 0.7 | 0.3-0.7 | strung point lights
warm amber lit jazz alcove | 0.6 | 0.4-0.8 | glowing recess
gold-rimmed bar mirror wall | 0.7 | 0.4-0.8 | metallic-framed mirror
high-rise neighbor tower glow | 0.75 | 0.4-0.8 | gridded lit windows
