# element: midground
# format: name | probability | coverage_range | texture

reception greeting counter | 1.0 | 0.3-0.6 | clean laminate front
product demo plinth | 0.9 | 0.2-0.5 | white acrylic pedestal
freestanding info kiosk touchscreen | 0.85 | 0.2-0.5 | glossy black tablet
branded tall pull-up banner | 0.85 | 0.2-0.5 | tensioned vinyl panel
bistro round meeting table | 0.75 | 0.2-0.5 | round laminate top
cluster of barstool seats | 0.7 | 0.2-0.5 | metal frame stools
modular shelving with samples | 0.7 | 0.3-0.6 | light maple shelves
small huddle seating cluster | 0.65 | 0.2-0.5 | low foam seating
literature rack stand | 0.7 | 0.1-0.3 | acrylic brochure tier
demo monitor on swing arm | 0.75 | 0.1-0.3 | flat slim screen
charging tower for visitors | 0.6 | 0.1-0.3 | white pillar stand
green plant accent column | 0.65 | 0.1-0.3 | cylindrical planter
booth carpet tile flooring | 0.85 | 0.4-0.8 | dense looped carpet square
