# element: midground
# format: name | probability | coverage_range | texture

gate-area waiting bench row | 1.0 | 0.4-0.8 | molded plastic bucket seats
roller-bag fleet at feet | 0.95 | 0.2-0.5 | hardshell wheeled cases
boarding-zone sign post | 0.85 | 0.1-0.3 | small lit boarding placard
concourse charging-station hub | 0.85 | 0.15-0.3 | small podium with outlets
queueing-rope guide-belt | 0.85 | 0.2-0.5 | retractable nylon barrier
counter ticket-agent station | 0.7 | 0.15-0.35 | branded high desk
overhead flight-info digital screen | 0.85 | 0.2-0.4 | LED black panel
cafe-kiosk pastry counter | 0.7 | 0.15-0.3 | glass display case
cleaning-cart attendant trolley | 0.55 | 0.05-0.2 | wheeled brooms cart
toddler-stroller folded bag | 0.85 | 0.1-0.25 | nylon strapped fold
travel-pillow looped luggage | 0.85 | 0.05-0.2 | clipped foam neck-rest
moving-belt floor strip | 0.6 | 0.2-0.5 | rubberized treadmill surface
