# element: background
# format: name | probability | coverage_range | texture

plain white kitchen wall tiles | 1.0 | 0.5-0.9 | glossy square tiles with grout
kitchen wall cupboards in light wood | 0.9 | 0.4-0.8 | laminate fronts with simple handles
window above the sink | 0.8 | 0.2-0.5 | plain glass with a roller blind
tiled splashback behind the hob | 0.85 | 0.2-0.5 | wiped-down tiles
open shelf with jars | 0.6 | 0.2-0.5 | mismatched screw-top jars
pinboard with notes and photos | 0.55 | 0.15-0.4 | overlapping paper scraps
plain painted wall above the tiles | 0.75 | 0.3-0.6 | flat emulsion with grease marks
extractor hood over the hob | 0.7 | 0.15-0.4 | brushed steel with a filter grille
kitchen door left ajar | 0.5 | 0.2-0.5 | painted timber with a worn handle
calendar hanging by the door | 0.45 | 0.1-0.3 | printed paper months
row of hanging tea towels | 0.5 | 0.1-0.3 | faded checked cotton
