# element: foreground_element
# format: name | probability | coverage_range | texture

cracked concrete sidewalk slab | 0.9 | 0.2-0.5 | weather-cracked concrete
weeds growing through pavement crack | 0.85 | 0.1-0.3 | scrubby green sprouts
fallen leaves in curb gutter | 0.55 | 0.1-0.3 | dry brown leaf pile
chalk drawing remnant on sidewalk | 0.35 | 0.1-0.2 | faded pastel marks
squashed soda can in gutter | 0.4 | 0.05-0.1 | crushed aluminum
acorn or pinecone scatter | 0.5 | 0.05-0.15 | small dropped seeds
flyer stuck to telephone pole | 0.45 | 0.05-0.15 | weathered paper flyer
small ant trail on slab | 0.3 | 0.05-0.1 | thin dark line
yellow curb paint chipped | 0.6 | 0.1-0.2 | peeling yellow paint
broken twig on sidewalk | 0.55 | 0.05-0.15 | small dead branch
faded school bus stop chalk mark | 0.3 | 0.05-0.15 | scuffed marking
small puddle in sidewalk dip | 0.45 | 0.05-0.15 | shallow standing water
