# element: foreground_element
# format: name | probability | coverage_range | texture

ball dribbled at the free throw line | 0.6 | 0.1-0.3 | echo off the walls
sneakers squeaking on a cut | 0.55 | 0.1-0.25 | mid-pivot
water fountain leaned into | 0.5 | 0.05-0.2 | arc of water
bleacher row climbed sideways | 0.5 | 0.1-0.3 | hand on the rail
pinny pulled over the head | 0.5 | 0.05-0.2 | static hair
laces double-knotted on the bench | 0.5 | 0.05-0.15 | bent forward
ponytail redone before the drill | 0.5 | 0.05-0.15 | elastic in teeth
net checked with a tug | 0.4 | 0.05-0.15 | slack tested
phone filmed through the doorway | 0.4 | 0.05-0.15 | game clip
clipboard consulted mid-whistle | 0.45 | 0.05-0.15 | next drill
ball tucked under one arm | 0.5 | 0.05-0.15 | waiting turn
