# element: architecture_detail
# format: name | probability | coverage_range | texture

hardwood court with painted lines | 0.9 | 0.4-0.7 | layered color keys
scuff marks beyond the baseline | 0.55 | 0.1-0.3 | sole streaks
caged ceiling lights | 0.6 | 0.1-0.3 | mercury-vapor glow
floor plates for net posts | 0.5 | 0.03-0.1 | brass covers
double doors with panic bars | 0.55 | 0.1-0.25 | kick-scuffed base
water fountain alcove | 0.45 | 0.05-0.15 | gum in the drain
dead spot in the floorboards | 0.35 | 0.05-0.15 | duller bounce
electrical panel painted shut | 0.35 | 0.03-0.1 | grey enamel
banner cables angled to the wall | 0.4 | 0.05-0.15 | turnbuckle ends
vent grilles up high | 0.45 | 0.05-0.15 | dust flags
threshold plate at the locker hall | 0.4 | 0.02-0.08 | polished by traffic
