# element: foreground_element
# format: name | probability | coverage_range | texture

fold-down tablet arm desk surface | 0.9 | 0.15-0.35 | hinged laminate writing tablet
backpack slouched in the aisle | 0.85 | 0.1-0.3 | slumped nylon pack
carpeted aisle step edge | 0.8 | 0.15-0.3 | worn stair nosing carpet
dropped pen rolled on floor | 0.5 | 0.05-0.15 | thin plastic pen
scuffed rubber stair nosing | 0.6 | 0.1-0.2 | black rubber strip
spilled coffee cup on floor | 0.4 | 0.05-0.15 | tipped paper cup
worn carpet runner in aisle | 0.7 | 0.15-0.35 | flattened low-pile carpet
floor-mounted power outlet strip | 0.45 | 0.05-0.15 | recessed brass plate
gum-stained floor tile patch | 0.35 | 0.05-0.1 | dark speckled residue
water bottle rolled under seat | 0.55 | 0.05-0.15 | clear plastic bottle
shoe scuff marks on step | 0.4 | 0.05-0.15 | grey rubber streaks
crumpled handout page on floor | 0.5 | 0.05-0.15 | discarded printed sheet
cable channel taped along floor | 0.4 | 0.05-0.2 | gaffer-taped cord run
loose binder paper under desk | 0.45 | 0.05-0.15 | scattered notebook sheet
