# element: midground
# format: name | probability | coverage_range | texture

drying rack of sandy sneakers by the door | 0.5 | 0.1-0.25 | grit trail
cooler propped open to dry | 0.55 | 0.1-0.3 | drain plug out
grocery bags half unpacked | 0.6 | 0.1-0.3 | vacation stock-up
blender out for smoothies | 0.5 | 0.05-0.15 | rinsed pitcher
corn ears stacked for dinner | 0.45 | 0.05-0.15 | husks on
sunscreen bottles on the counter | 0.6 | 0.03-0.1 | greasy caps
beat-up toaster with a bent lever | 0.5 | 0.03-0.1 | crumb tray out
folding chairs leaned by the slider | 0.5 | 0.1-0.3 | webbed seats
bucket of shells rinsed in the sink | 0.45 | 0.05-0.15 | saltwater cloudy
board shorts drying on a chair | 0.45 | 0.05-0.15 | drip line
pizza boxes from the first night | 0.45 | 0.05-0.15 | stacked flat
