# element: midground
# format: name | probability | coverage_range | texture

freestanding wood easel cluster | 1.0 | 0.3-0.6 | varnished sturdy timber
still-life arrangement table | 0.85 | 0.2-0.5 | draped fabric with objects
paint-cabinet supply rack | 0.85 | 0.15-0.4 | painted wood compartments
canvas-stretching workbench | 0.7 | 0.15-0.4 | scarred plywood top
brush-cleaning sink station | 0.85 | 0.15-0.4 | scarred stainless basin
roll of canvas stand | 0.65 | 0.1-0.3 | upright tube on metal frame
drying-rack tiered unit | 0.75 | 0.15-0.4 | rough wooden tiered shelves
class-demonstration easel | 0.85 | 0.15-0.4 | tall sturdy timber stand
small student stool row | 0.7 | 0.15-0.4 | varnished wood and metal
folded drop-cloth pile | 0.55 | 0.1-0.3 | softly creased canvas
pigment-bottle shelf row | 0.7 | 0.15-0.4 | small printed plastic vessels
paper-roll dispenser stand | 0.55 | 0.1-0.3 | upright rolled sheets
hanging student-work clothes line | 0.55 | 0.15-0.4 | thin cord with paintings
