# element: foreground_element
# format: name | probability | coverage_range | texture

trampled mowed grass path | 1.0 | 0.3-0.6 | flattened green carpet
muddy footprint imprint | 0.85 | 0.05-0.2 | wet trodden mark
fresh shoe-spike track | 0.75 | 0.05-0.15 | small dotted depression
spray of grass clippings | 0.7 | 0.05-0.15 | airborne short blades
splatter of mud on calf | 0.7 | 0.05-0.15 | wet dark sprayed clods
patch of trailside dandelions | 0.55 | 0.05-0.2 | scattered yellow flowers
fallen autumn leaves on path | 0.65 | 0.1-0.3 | russet curled litter
small puddle in trail dip | 0.55 | 0.0-0.15 | dark glassy water
cresting hill grass tufts | 0.6 | 0.1-0.3 | leaning amber blades
shadow of running stride | 0.7 | 0.1-0.3 | dappled dark figure outline
