# element: architecture_detail
# format: name | probability | coverage_range | texture

speckled supermarket floor | 0.9 | 0.3-0.6 | polished terrazzo-look vinyl
strip lighting overhead | 0.85 | 0.1-0.3 | bare fluorescent tubes
low suspended ceiling grid | 0.6 | 0.15-0.4 | plain white panels
scuff marks along the shelf base | 0.6 | 0.05-0.2 | rubbed metal kickplate
floor joint running down the aisle | 0.45 | 0.1-0.3 | sealed vinyl seam
ceiling ducting above the aisle | 0.45 | 0.1-0.3 | painted steel trunking
sprinkler heads in the ceiling | 0.35 | 0.03-0.12 | brass fittings
security mirror in the corner | 0.35 | 0.05-0.15 | convex plastic
shelf uprights with slots | 0.55 | 0.1-0.3 | perforated steel
worn floor near the chiller | 0.4 | 0.1-0.3 | dulled vinyl
cable tray above the shelving | 0.35 | 0.05-0.2 | galvanised tray
