# element: background
# format: name | probability | coverage_range | texture

dark-stained oak paneled wall | 1.0 | 0.7-1.0 | deeply lacquered hardwood face
dark-green damask papered wall | 0.9 | 0.7-1.0 | softly patterned silken paper
tall folio-cabinet ranked-spine wall | 0.95 | 0.7-1.0 | ranked leather-bound case books
burgundy painted accent wall | 0.7 | 0.7-1.0 | matte rich-pigment finish
framed legal-diploma certificate wall | 0.85 | 0.6-1.0 | rows of gold-edged frames
paneled raised-frame boiserie | 0.75 | 0.7-1.0 | carved layered wood profile
hunter-green leather buttoned wall pad | 0.6 | 0.6-1.0 | tufted hide panel
hand-drawn city map wall print | 0.6 | 0.6-1.0 | softly aged engraved chart
imported dark walnut wainscot | 0.7 | 0.7-1.0 | smooth burnished hardwood
framed vintage law illustration wall | 0.6 | 0.6-0.9 | softly aged engraved prints
hand-stenciled gilt monogram wall | 0.55 | 0.6-0.9 | delicately gold-leafed motif
dark-stained crown-molded upper wall | 0.7 | 0.6-0.9 | carved deep-relief cornice
