# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

mini skirt | 0.85 | 0.45-0.7 | wool,polyester,crepe
short A-line skirt | 0.70 | 0.45-0.7 | wool,polyester
short pencil skirt | 0.65 | 0.5-0.7 | wool,polyester,crepe
pleated mini skirt | 0.65 | 0.45-0.7 | polyester,wool
structured mini skirt | 0.60 | 0.5-0.7 | wool,crepe
wrap mini skirt | 0.55 | 0.45-0.7 | wool,silk,polyester
box-pleat mini skirt | 0.55 | 0.45-0.7 | wool,polyester
dark wash mini skirt | 0.45 | 0.45-0.65 | denim
draped mini skirt | 0.45 | 0.5-0.7 | rayon,polyester
boucle mini skirt | 0.45 | 0.5-0.7 | wool,polyester
ruched mini skirt | 0.40 | 0.45-0.7 | satin,polyester
