# element: foreground_element
# format: name | probability | coverage_range | texture

polished concrete loft floor | 1.0 | 0.3-0.6 | smooth troweled grey slab
scuffed wide-plank pine loft floor | 0.7 | 0.3-0.6 | softly worn timber planks
flatweave geometric-pattern rug | 0.7 | 0.2-0.5 | graphic-print wool weave
standing-desk anti-fatigue mat | 0.85 | 0.1-0.3 | cushioned pad on floor
painted-line floor wayfinding stripe | 0.55 | 0.05-0.15 | yellow tape-stripe band
scattered analytics-printout drift | 0.7 | 0.05-0.15 | loose printed dashboard sheet
rolling caster on concrete | 0.7 | 0.05-0.2 | matte black wheeled base
desk-edge laminate worktop | 0.85 | 0.1-0.3 | matte commercial-grade work surface
tossed sticky-note paper drift | 0.7 | 0.05-0.15 | scattered neon-paper pile
commercial entry-mat ribbed strip | 0.5 | 0.1-0.3 | ribbed dark walk-off textile
rolling whiteboard caster base | 0.55 | 0.05-0.15 | wheeled marker-board foot
polished epoxy-resin loft floor | 0.6 | 0.3-0.6 | glossy bold-color resin
