# element: background
# format: name | probability | coverage_range | texture

dark walnut paneled dining wall | 1.0 | 0.7-1.0 | rich vertical timber grain
oxblood leather banquette wall | 0.9 | 0.6-1.0 | tufted dark leather
deep forest green painted wall | 0.85 | 0.6-1.0 | matte saturated pigment
exposed brick steakhouse wall | 0.85 | 0.6-1.0 | aged warm masonry
dark green wallpapered booth wall | 0.75 | 0.6-1.0 | embossed botanical pattern
mahogany wainscoting paneled wall | 0.8 | 0.6-1.0 | grooved deep timber
backlit liquor display wall | 0.7 | 0.5-0.9 | mirrored bottle shelving
framed vintage steakhouse art | 0.65 | 0.4-0.8 | gilded frame cluster
deep navy lacquered wall | 0.65 | 0.6-1.0 | high-gloss painted finish
distant illuminated wine cellar window | 0.6 | 0.3-0.7 | backlit bottle rack
patterned carpet covered partition | 0.55 | 0.5-0.9 | woven figured pattern
dark patinated copper accent wall | 0.65 | 0.6-1.0 | hammered metallic surface
