# element: foreground_element
# format: name | probability | coverage_range | texture

silver framed celebrity photographs | 0.8 | 0.05-0.15 | softly polished mirrored frame
crystal cigarette holder on tray | 0.65 | 0.02-0.05 | sharply faceted clear glass
ivory feather plumed fan | 0.6 | 0.05-0.1 | softly downy plumed display
strung pearl necklace coiled | 0.85 | 0.02-0.05 | smoothly strung glossy beads
silver hairbrush comb mirror set | 0.85 | 0.05-0.1 | softly engraved polished metal
crystal cut perfume atomizer | 0.85 | 0.02-0.08 | sharply faceted clear glass
ivory satin opera gloves draped | 0.65 | 0.05-0.1 | softly draped lustrous fabric
champagne saucer coupe glass | 0.7 | 0.01-0.04 | sharply pulled crystal stem
white gardenia in cut crystal vase | 0.75 | 0.05-0.1 | softly velvety waxen petals
deco silver enamel jewelry box | 0.8 | 0.02-0.08 | softly polished engraved metal
