# element: midground
# format: name | probability | coverage_range | texture

oxblood chesterfield sofa | 0.95 | 0.25-0.5 | richly tufted aged hide
mahogany partners desk | 0.9 | 0.25-0.5 | smoothly polished dark hardwood
green leather wingback chair | 0.9 | 0.15-0.3 | softly studded patinated hide
rolling library ladder on rail | 0.85 | 0.15-0.3 | warmly grained polished wood
walnut globe on stand | 0.7 | 0.1-0.25 | richly painted antique sphere
oak reading table center room | 0.75 | 0.2-0.4 | richly grained polished wood
brass standing reading lamp | 0.9 | 0.1-0.25 | softly polished tarnished metal
upholstered ottoman footstool | 0.7 | 0.05-0.15 | softly piled tufted velvet
carved oak fireplace mantel | 0.7 | 0.15-0.35 | richly worked aged timber
tall walnut display cabinet | 0.65 | 0.15-0.3 | smoothly polished dark wood
