# element: background
# format: name | probability | coverage_range | texture

bare reinforced concrete wall | 1.0 | 0.7-1.0 | smoothly board formed grey surface
steel plate armored wall | 0.95 | 0.7-1.0 | crisply riveted dark metal
ballistic kevlar lined wall panel | 0.7 | 0.6-1.0 | softly woven heavy fiber
rough cast concrete cell wall | 0.85 | 0.7-1.0 | softly pitted aggregate
seamless welded steel wall | 0.7 | 0.6-1.0 | softly polished blackened metal
acoustic foam paneled wall | 0.55 | 0.6-1.0 | softly textured wedge dampening
exposed rebar concrete wall | 0.7 | 0.6-1.0 | crisply embedded steel rod
wire mesh reinforced concrete wall | 0.65 | 0.6-1.0 | crisply gridded steel embedded
matte grey poured wall | 0.8 | 0.7-1.0 | softly board formed smooth aggregate
charcoal painted bunker wall | 0.7 | 0.6-1.0 | matte rough painted concrete
sealed insulated steel wall | 0.6 | 0.6-1.0 | smoothly painted utility metal
metal panel wall with bolts | 0.7 | 0.6-1.0 | crisply bolted plate steel
