# element: foreground_element
# format: name | probability | coverage_range | texture

striped mowed-grass rugby-pitch edge | 1.0 | 0.3-0.6 | fresh-cut alternating turf strips
painted rugby-pitch sideline stripe | 0.95 | 0.1-0.3 | high-contrast field edge
loose rugby-ball egg-shape ground | 0.9 | 0.05-0.15 | leather oval rugby ball
scuffed rugby-cleat divot foreground | 0.85 | 0.05-0.2 | torn-turf cleat mark
dropped rugby-mouthguard gum-shield | 0.55 | 0.02-0.05 | small mouthguard
dropped rugby-scrum cap helmet | 0.55 | 0.02-0.08 | padded scrum-cap
rugby-pitch ball-boy crouched foreground | 0.7 | 0.1-0.2 | ready-throw retriever
rugby-pitch player water-bottle ground | 0.85 | 0.02-0.1 | squeeze-top sport bottle
dropped rugby-team headband pair | 0.55 | 0.02-0.05 | elastic terry sweat cuff
rolled rugby-bench warmup jacket | 0.7 | 0.05-0.15 | team-color tracksuit pile
painted rugby-pitch try-decal foreground | 0.7 | 0.05-0.15 | try-zone painted decal
scuffed rugby-cleat sole print | 0.6 | 0.05-0.15 | rubber-stud cleat track
