# element: architecture_detail
# format: name | probability | coverage_range | texture

fluorescent ceiling light grid | 1.0 | 0.3-0.6 | rows of tube fixtures
polished concrete aisle floor | 1.0 | 0.4-0.8 | speckled sealed slab
open ceiling trusses with HVAC | 0.85 | 0.3-0.6 | exposed steel beams
security camera dome from ceiling | 0.85 | 0.05-0.1 | smoked plastic bubble
loss-prevention mirror corner | 0.6 | 0.05-0.15 | convex round mirror
sprinkler pipe along ceiling | 0.75 | 0.1-0.3 | red painted steel run
yellow safety bollard at endcap | 0.7 | 0.05-0.15 | painted post bumper
floor-marker line at aisle edge | 0.65 | 0.05-0.15 | painted yellow stripe
"associate help" ceiling banner | 0.55 | 0.1-0.2 | hanging vinyl sign
emergency exit sign red | 0.7 | 0.05-0.1 | illuminated plastic sign
