# element: background
# format: name | probability | coverage_range | texture

dense jungle leaf canopy | 1.0 | 0.5-1.0 | layered emerald foliage curtain
distant misty rainforest valley | 0.85 | 0.4-0.9 | hazy receding green layers
emerging giant kapok tree crown | 0.75 | 0.3-0.7 | massive spreading dark canopy
trailing liana vine curtain | 0.85 | 0.3-0.7 | falling dark green ropes
distant thin waterfall on cliff | 0.55 | 0.1-0.3 | slender white silver thread
glimpse of bright tropical sky | 0.65 | 0.2-0.5 | small bright blue patches
distant exotic bird in flight | 0.4 | 0.05-0.15 | small bright winged form
soft morning mist under canopy | 0.7 | 0.3-0.6 | hazy diffused atmospheric layer
deep dark forest understory | 0.7 | 0.3-0.7 | shadowed tangled vegetation
patches of bright orchid bloom | 0.55 | 0.1-0.3 | scattered violet-pink dots
banana plant cluster backdrop | 0.65 | 0.2-0.5 | wide glossy green leaves
distant suspension rope walkway | 0.45 | 0.1-0.3 | thin diagonal cable run
