# element: foreground_element
# format: name | probability | coverage_range | texture

polished marble boardroom floor | 1.0 | 0.3-0.6 | veined honed dark stone
low-pile dark-grey carpet floor | 0.85 | 0.3-0.6 | looped commercial weave
dark-walnut hardwood plank floor | 0.7 | 0.3-0.6 | deep oiled grained timber
ornate persian wool rug edge | 0.7 | 0.2-0.5 | intricate hand-knotted pile
oxblood leather chair-seat edge | 0.85 | 0.1-0.3 | buttoned-back hide cushion
polished oval-table edge surface | 0.95 | 0.1-0.4 | lacquered hardwood plane
brass nailhead chair-trim edge | 0.6 | 0.05-0.15 | polished domed studs
scattered handout-printout pile | 0.55 | 0.05-0.15 | stacked agenda-page
rolling-cart caster on marble | 0.55 | 0.05-0.15 | small commercial caster
polished-stone column-base edge | 0.55 | 0.05-0.15 | honed-stone plinth
velvet-upholstered ottoman footstool edge | 0.5 | 0.1-0.3 | softly tufted hide
ribbed walk-off entry mat | 0.5 | 0.1-0.3 | ribbed dark commercial textile
