# element: architecture_detail
# format: name | probability | coverage_range | texture

overhead truss-mounted spotlights | 0.95 | 0.2-0.5 | matte black rigging
acoustic baffle ceiling cloud | 0.85 | 0.3-0.6 | suspended fabric panels
recessed cove uplight along ceiling | 0.7 | 0.2-0.5 | hidden warm glow line
sloped raked seating tier | 0.75 | 0.3-0.6 | stepped fabric seat rows
side wall sound diffuser baffles | 0.7 | 0.2-0.5 | sculptural absorbing panels
exit door lit signage | 0.65 | 0.05-0.15 | glowing red letter panel
center aisle floor inset lights | 0.6 | 0.1-0.3 | tiny embedded points
black curtain valance overhead | 0.7 | 0.2-0.5 | softly draped header
narrow side-aisle stair | 0.55 | 0.1-0.3 | inset stepped path
suspended camera rigging arm | 0.5 | 0.05-0.15 | extended boom arm
