# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

mini skirt | 0.85 | 0.4-0.7 | cotton,polyester,wool,leather
dark wash mini skirt | 0.65 | 0.4-0.7 | denim
short A-line skirt | 0.65 | 0.45-0.7 | cotton,polyester,wool
pleated mini skirt | 0.65 | 0.45-0.7 | polyester,chiffon,cotton
wrap mini skirt | 0.55 | 0.45-0.7 | cotton,wool,polyester
short pencil skirt | 0.55 | 0.5-0.75 | wool,polyester,cotton
skater mini skirt | 0.55 | 0.4-0.65 | polyester,jersey,cotton
button-front mini skirt | 0.50 | 0.4-0.65 | denim,cotton
box-pleat mini skirt | 0.45 | 0.45-0.7 | wool,polyester
ruched mini skirt | 0.40 | 0.45-0.7 | satin,polyester
faded mini skirt | 0.40 | 0.35-0.6 | denim
mock croc mini skirt | 0.35 | 0.45-0.7 | leather
