# element: midground
# format: name | probability | coverage_range | texture

long polished mahogany conference table | 1.0 | 0.4-0.8 | rich grained wood top
high-backed leather conference chair | 1.0 | 0.3-0.6 | tufted oxblood seat
court reporter stenograph station | 0.95 | 0.1-0.3 | small machine on tripod
videographer camera tripod | 0.85 | 0.1-0.3 | matte black telescoping legs
freestanding video conference monitor | 0.7 | 0.2-0.5 | flat black screen
witness chair at table head | 0.85 | 0.2-0.5 | armchair at head position
attorney binder stack on table | 0.85 | 0.1-0.3 | thick spine row
freestanding coat rack with overcoat | 0.7 | 0.1-0.3 | dark wood pole
exhibit easel with placard | 0.7 | 0.1-0.3 | metal-framed display
adjacent attorney silhouette seated | 0.8 | 0.2-0.5 | suited dim outline
private side conference table | 0.55 | 0.2-0.5 | smaller side surface
glass water carafe pitcher cluster | 0.85 | 0.05-0.15 | clear vessel with tumblers
