# element: architecture_detail
# format: name | probability | coverage_range | texture

coffered mahogany ceiling panel | 0.85 | 0.3-0.6 | recessed dark wood grid
crown molding cornice trim | 0.9 | 0.2-0.5 | painted plaster band
brass wall sconce fixture | 0.8 | 0.05-0.15 | small glowing shade
patterned figured carpet | 0.85 | 0.4-0.8 | dense woven motif
arched doorway threshold | 0.7 | 0.1-0.3 | curved framed opening
recessed downlight fixture | 0.85 | 0.05-0.2 | small ceiling can
heavy paneled mahogany door | 0.8 | 0.2-0.5 | richly grained slab
chair rail molding band | 0.7 | 0.1-0.3 | mid-height trim
deep skirting baseboard | 0.7 | 0.05-0.2 | dark grained baseboard
ornate brass door pull | 0.6 | 0.05-0.15 | polished metallic handle
