# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

floor-length federation gown skirt | 0.65 | 0.7-1.0 | chiffon,satin
diplomatic formal trousers with gold piping | 0.70 | 0.5-1.0 | satin,microfiber
high-waisted state dinner skirt | 0.60 | 0.6-1.0 | velvet-blend,brocade
ambassador palazzo pants with wide leg | 0.55 | 0.5-0.9 | silk-blend,chiffon
embassy duty trousers in muted gold | 0.50 | 0.4-0.9 | microfiber,satin
ceremonial robe-skirt with brocade hem | 0.45 | 0.7-1.0 | brocade,velvet-blend
liaison cocktail skirt with knee length | 0.40 | 0.4-0.8 | silk-blend,chiffon
treaty signing pencil skirt | 0.45 | 0.6-1.0 | satin,microfiber
council chamber trousers with gold side stripe | 0.50 | 0.6-1.0 | satin,microfiber
flowing diplomatic culottes | 0.35 | 0.4-0.8 | chiffon,linen
formal evening pants with platinum trim | 0.40 | 0.8-1.0 | satin,silk-blend
