# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

thigh-slit liquid skirt | 0.85 | 0.8-0.95 | satin,spandex
cascading paillette skirt | 0.75 | 0.75-0.95 | sequin,mesh
fully embellished skirt | 0.65 | 0.8-0.95 | beaded,sequin
draped chrome-sheen skirt | 0.60 | 0.75-0.9 | metallic,satin
curve-hugging trumpet skirt | 0.65 | 0.75-0.95 | satin,crepe
side-slit column skirt | 0.60 | 0.75-0.95 | satin,silk
sweeping godet skirt | 0.50 | 0.75-0.9 | satin,silk
fitted stretch skirt | 0.55 | 0.75-0.9 | satin,spandex
high-front-slit gown skirt | 0.55 | 0.8-0.95 | crepe,satin
fringe-hem skirt | 0.45 | 0.75-0.9 | beaded,sequin
asymmetric drape skirt | 0.50 | 0.7-0.9 | silk,chiffon
sheen wrap skirt | 0.45 | 0.7-0.9 | lame,satin
