# element: background
# format: name | probability | coverage_range | texture

three-story garden apartment building | 0.95 | 0.5-1.0 | beige vinyl-sided low-rise
back-of-house brick apartment wall | 0.7 | 0.4-0.8 | scuffed red brick
neighboring apartment block | 0.7 | 0.3-0.6 | identical low-rise building
woodland buffer at lot edge | 0.55 | 0.2-0.5 | scraggly tree line
asphalt drive lane between buildings | 0.85 | 0.3-0.6 | cracked dark pavement
chain-link fence at property edge | 0.6 | 0.2-0.5 | rusty woven mesh
laundry room exterior door | 0.4 | 0.2-0.4 | beige steel door
pool fence in distance | 0.3 | 0.1-0.3 | white aluminum railing
bare patch of mowed lawn | 0.65 | 0.2-0.4 | tired thin grass
distant playground equipment | 0.35 | 0.1-0.3 | faded plastic structures
overhead utility pole and wires | 0.65 | 0.2-0.4 | wooden pole with lines
parking lot extending behind | 0.7 | 0.3-0.6 | asphalt with painted lines
