# element: background
# format: name | probability | coverage_range | texture

rolling autumn farmland field | 1.0 | 0.5-0.9 | golden mowed grass expanse
distant red barn structure | 0.95 | 0.3-0.6 | painted weathered planks
tall corn-maze stalk wall | 0.9 | 0.4-0.8 | dried tan vertical husk
hay-bale stacked tower | 0.85 | 0.3-0.6 | golden cylindrical rolls
silo cylindrical metal tower | 0.7 | 0.2-0.5 | corrugated grain bin
golden-leafed maple tree row | 0.85 | 0.4-0.7 | flame-orange fall canopy
distant tractor in field | 0.55 | 0.2-0.4 | red painted small machine
crisp blue autumn sky | 0.85 | 0.4-0.8 | pastel cool atmospheric layer
old farmhouse facade glimmer | 0.6 | 0.2-0.5 | painted wooden two-story
distant pony-ride paddock | 0.55 | 0.2-0.4 | open rail-fenced clearing
themed-scarecrow propped post | 0.7 | 0.1-0.3 | strawn-stuffed character
fall-foliage hill backdrop | 0.85 | 0.4-0.8 | layered orange-yellow mass
