# element: architecture_detail
# format: name | probability | coverage_range | texture

heated marble floor large format | 0.95 | 0.4-0.8 | smoothly polished veined stone
recessed shower niche shelf | 0.85 | 0.05-0.15 | softly lit stone alcove
linear floor drain channel | 0.85 | 0.02-0.1 | crisply slotted polished metal
arched window with frosted glass | 0.65 | 0.1-0.25 | softly translucent etched pane
backlit cove ceiling detail | 0.85 | 0.1-0.3 | softly diffused glowing recess
recessed wall mirror frame | 0.7 | 0.1-0.25 | smoothly inset cool stone
double height vaulted ceiling | 0.55 | 0.2-0.5 | softly painted white plaster
heated towel rail recess | 0.7 | 0.05-0.15 | softly polished chrome bar
inlaid mosaic floor border | 0.6 | 0.1-0.25 | crisply tiled marble pattern
skylight oculus above tub | 0.6 | 0.05-0.2 | smoothly framed clear glass
