# element: architecture_detail
# format: name | probability | coverage_range | texture

exposed steel roof truss | 0.85 | 0.4-0.8 | painted heavy beam
overhead fluorescent linear bar | 0.85 | 0.2-0.5 | flat plastic diffuser
sealed concrete floor slab | 0.95 | 0.4-0.8 | matte ground surface
yellow safety floor stripe | 0.85 | 0.1-0.3 | bold painted line
exposed ductwork high above | 0.7 | 0.2-0.5 | spiral galvanized metal
acoustic baffle ceiling panel | 0.7 | 0.3-0.6 | upholstered absorber
emergency stop button column | 0.55 | 0.05-0.2 | red plastic mushroom button
floor-mounted shooting line plate | 0.6 | 0.05-0.2 | brushed metal strip
ceiling-mounted speaker grille | 0.55 | 0.05-0.2 | white plastic housing
exposed sprinkler pipe run | 0.6 | 0.1-0.3 | red painted metal pipe
emergency exit sign | 0.55 | 0.05-0.2 | green plastic housing
