# element: midground
# format: name | probability | coverage_range | texture

parked minivan in lot | 0.7 | 0.2-0.5 | dusty domestic vehicle
sedan in handicap spot | 0.55 | 0.2-0.4 | older model car
shopping cart corral half full | 0.65 | 0.1-0.3 | rusty steel cage
abandoned cart drifted into spot | 0.55 | 0.1-0.3 | red plastic CVS cart
automatic sliding glass doors | 0.85 | 0.2-0.4 | smudged storefront entry
drive-thru pharmacy lane | 0.5 | 0.2-0.4 | curving asphalt lane with sign
yellow pedestrian crosswalk paint | 0.7 | 0.1-0.3 | faded striped lines
empty parking row | 0.85 | 0.3-0.6 | striped asphalt with white lines
sign for vaccines on window | 0.5 | 0.1-0.2 | taped paper notice
red brick column at entry | 0.55 | 0.1-0.3 | painted block pillar
dumpster enclosure at lot edge | 0.5 | 0.2-0.4 | wood-fenced trash area
landscape island with mulch | 0.6 | 0.2-0.4 | curbed planter strip
