# element: background
# format: name | probability | coverage_range | texture

whitewashed andalusian alley walls | 1.0 | 0.5-1.0 | brightly chalky lime-coated stucco
distant hilltop village belltower | 0.7 | 0.2-0.5 | small ochre-stone steeple
narrow cobbled alley vanishing | 0.85 | 0.4-0.8 | warm uneven stone perspective
clay-tile rooftop run | 0.8 | 0.3-0.7 | warm rounded terracotta rows
wrought iron lamp on far wall | 0.6 | 0.05-0.2 | dark scrolled metal silhouette
hanging lantern strung overhead | 0.55 | 0.1-0.3 | small warm glowing globes
cluster of red geraniums on balcony | 0.7 | 0.1-0.3 | bright crimson pot blooms
distant church facade | 0.55 | 0.2-0.5 | softly aged ochre stone
azure clear sky strip above | 0.8 | 0.2-0.5 | bright cobalt narrow band
small tapas bar awning | 0.55 | 0.15-0.4 | striped canvas fold
clay-pot covered wall display | 0.6 | 0.2-0.5 | clustered terracotta planters
faded painted wall mural | 0.5 | 0.2-0.5 | softly weathered pigment
