# element: midground
# format: name | probability | coverage_range | texture

central island with marble counter | 0.95 | 0.2-0.4 | smoothly veined cool stone slab
glass topped jewelry display island | 0.85 | 0.2-0.35 | crisply faceted clear panes
ivory tufted ottoman bench | 0.85 | 0.1-0.25 | softly piled buttoned velvet
brass garment rail rack | 0.95 | 0.3-0.6 | softly polished warm metal tube
acrylic shoe display cubbies | 0.85 | 0.3-0.55 | smoothly cast clear lucite
pull out tie and belt drawer | 0.75 | 0.05-0.15 | softly veneered hardwood front
champagne velvet vanity stool | 0.7 | 0.1-0.2 | richly piled lustrous fabric
glass fronted handbag cabinet | 0.85 | 0.3-0.55 | crisply framed clear pane
illuminated mirrored full length panel | 0.85 | 0.15-0.35 | softly backlit reflective glass
crystal chandelier hanging center | 0.8 | 0.1-0.25 | sharply faceted cut crystal
