# element: architecture_detail
# format: name | probability | coverage_range | texture

velodrome cantilever ceiling truss | 0.95 | 0.1-0.2 | soaring exposed roof
rafter spot truss with meet lights | 0.85 | 0.05-0.2 | high-output ceiling spot grid
center-hung video-cube hang rig | 0.85 | 0.05-0.15 | suspended four-sided board
rafter-hung velodrome-meet banner | 0.85 | 0.05-0.2 | fabric meet-cloth banner
track-edge inner-rail standard | 0.95 | 0.05-0.15 | low-rail track post
LED-fascia ribbon edge sweep | 0.85 | 0.05-0.2 | rolling sponsor light edge
speaker-cluster line-array hang | 0.7 | 0.05-0.15 | vertical sound array
photo-finish gantry overhead arch | 0.85 | 0.05-0.15 | finish-line camera arch
painted race-line edge border | 0.95 | 0.05-0.15 | lane-edge boundary stripe
ceiling-mounted broadcast camera | 0.7 | 0.02-0.1 | robotic mounted camera
