# element: architecture_detail
# format: name | probability | coverage_range | texture

carpet with a dark spill patch | 0.6 | 0.1-0.3 | blotted stain
drop ceiling with a projector mount | 0.6 | 0.1-0.3 | empty bracket
light switch bank by the door | 0.5 | 0.02-0.08 | taped labels
floor box with flip-up lid | 0.5 | 0.03-0.1 | tangled cords inside
scuff marks from chair backs | 0.5 | 0.05-0.2 | rubbed wall paint
air vent whistling faintly | 0.4 | 0.03-0.1 | bent louver
door stop wedge on the floor | 0.4 | 0.02-0.06 | worn rubber
window sill with a dead plant | 0.35 | 0.05-0.15 | crisp brown leaves
cable cover strip along the floor | 0.45 | 0.05-0.15 | yellowed plastic ramp
thermostat argued over daily | 0.4 | 0.02-0.08 | fingerprinted cover
sign-out sheet holder on the door | 0.35 | 0.02-0.08 | plastic wall pocket
